index_id	psalm_chapter	psalm_verse_start	psalm_verse_end	psalm_phrase_hebrew	psalm_phrase_normalized	phrase_length	prayer_id	liturgy_phrase_hebrew	liturgy_context	Actual prayer	source_text	sefaria_ref	nusach	prayer_type	occasion	service	section	prayer_name	first 200 char of hebrew text	sequence_order	liturgical_notes
9478	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1034	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Mincha for Yom Kippur Eve, Amidah, Amidah	Edot_HaMizrach	Machzor	Yom_Kippur	Mincha	Amidah	Amidah	אֲ֭דֹנָי שְׂפָתַ֣י תִּפְתָּ֑ח וּ֝פִ֗י יַגִּ֥יד תְּהִלָּתֶֽךָ׃ בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵֽינוּ וֵֽאלֹהֵי אֲבוֹתֵֽינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק, וֵֽאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל הַגִּב	4	Metadata only (depth=3, key=Amidah)
9479	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1046	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Arvit, Amidah, Amidah	Edot_HaMizrach	Machzor		Maariv	Amidah	Amidah	אֲ֭דֹנָי שְׂפָתַ֣י תִּפְתָּ֑ח וּ֝פִ֗י יַגִּ֥יד תְּהִלָּתֶֽךָ׃ בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵֽינוּ וֵֽאלֹהֵי אֲבוֹתֵֽינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק, וֵֽאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל הַגִּב	13	Metadata only (depth=3, key=Amidah)
9480	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1061	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Shacharit, Amidah, Amidah	Edot_HaMizrach	Machzor		Shacharit	Amidah	Amidah	אֲ֭דֹנָי שְׂפָתַ֣י תִּפְתָּ֑ח וּ֝פִ֗י יַגִּ֥יד תְּהִלָּתֶֽךָ׃ בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵֽינוּ וֵֽאלֹהֵי אֲבוֹתֵֽינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק, וֵֽאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל הַגִּב	19	Metadata only (depth=3, key=Amidah)
9481	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1062	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Shacharit, Reader's Repetition, Reader's Repetition	Edot_HaMizrach	Machzor		Shacharit		Reader's Repetition	יש נוהגים לומר לפני החזרה יְהֹוָה, שָׁמַעְתִּי שִׁמְעֲךָ יָרֵאתִי, יְהֹוָה: יְהֹוָה שָׁמַעְתִּי וְנִרְגַּזְתִּי, יוֹם בּוֹ תִּפְקְדֵנִי. זָחַלְתִּי וְחַלְתִּי, יוֹם בּוֹ תְּדִינֵנִי. הָשְׁפַּלְתִּי וְ	20	Metadata only (depth=3, key=Reader's Repetition)
9482	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1070	לְמַֽעַן שְׁמוֹ	גּוֹמֵל חֲסָדִים טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Mussaf, Amidah, Amidah	Edot_HaMizrach	Machzor			Amidah	Amidah	יש אומרים חוֹן תָּחוֹן עַל בָּנֶֽיךָ, לָךְ שָׁבִים. וּבְפַחַד לְפָנֶֽיךָ, נִצָּבִים. יְרֵאִים עֵת יִקָּֽרְאוּ, לַדִּין. כִּי עַל כֵּן בָּאוּ, נִכְאָבִים. זָכֹר תִּזְכֹּר רחֲמִים, יוֹם הַדִּין. הָפֵר כ	10	Metadata only (depth=3, key=Amidah)
9483	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1071	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Mussaf, Reader's Repetition, Reader's Repetition	Edot_HaMizrach	Machzor				Reader's Repetition	יש נוהגים לומר לפני החזרה יְהֹוָה, שָׁמַעְתִּי שִׁמְעֲךָ יָרֵאתִי, יְהֹוָה: יְהֹוָה שָׁמַעְתִּי וְנִרְגַּזְתִּי, יוֹם בּוֹ תִּפְקְדֵנִי. זָחַלְתִּי וְחַלְתִּי, יוֹם בּוֹ תְּדִינֵנִי. הָשְׁפַּלְתִּי וְ	11	Metadata only (depth=3, key=Reader's Repetition)
9484	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1077	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Mincha, Amidah, Amidah	Edot_HaMizrach	Machzor		Mincha	Amidah	Amidah	אֲ֭דֹנָי שְׂפָתַ֣י תִּפְתָּ֑ח וּ֝פִ֗י יַגִּ֥יד תְּהִלָּתֶֽךָ׃ בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵֽינוּ וֵֽאלֹהֵי אֲבוֹתֵֽינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק, וֵֽאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל הַגִּב	12	Metadata only (depth=3, key=Amidah)
9485	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1078	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Mincha, Reader's Repetition, Reader's Repetition	Edot_HaMizrach	Machzor		Mincha		Reader's Repetition	יש נוהגים לומר לפני החזרה אָתָאנוּ לְחַלּוֹת פָּנֶֽיךָ, כִּי חֶסֶד וֶאֱמֶת יְקַדְּמוּ פָנֶֽיךָ. נָא אַל תְּבִישֵׁנוּ. נָא אַל תְּשִׁיבֵנוּ רֵיקָם מלְּפָנֶֽיךָ. סְלַח לָֽנוּ, וּשְׁלַח לָֽנוּ יְשׁוּעָה 	13	Metadata only (depth=3, key=Reader's Repetition)
9486	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1082	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, חׇתְמֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Neilah, Amidah, Amidah	Edot_HaMizrach	Machzor		Neilah	Amidah	Amidah	אֲ֭דֹנָי שְׂפָתַ֣י תִּפְתָּ֑ח וּ֝פִ֗י יַגִּ֥יד תְּהִלָּתֶֽךָ׃ בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵֽינוּ וֵֽאלֹהֵי אֲבוֹתֵֽינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק, וֵֽאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל הַגִּב	12	Metadata only (depth=3, key=Amidah)
9487	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1083	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַֽהֲבָה: זָכְרֵֽנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, חׇתְמֵֽנוּ בְּסֵפֶר חַיִּים, לְמַעַנָךְ	Amidah	Machzor Yom Kippur Edot HaMizrach	Machzor Yom Kippur Edot HaMizrach, Neilah, Reader's Repetition, Reader's Repetition	Edot_HaMizrach	Machzor		Neilah		Reader's Repetition	יש נוהגים לומר לפני החזרה אָתָאנוּ לְחַלּוֹת פָּנֶֽיךָ, כִּי חֶסֶד וֶאֱמֶת יְקַדְּמוּ פָנֶֽיךָ. נָא אַל תְּבִישֵׁנוּ. נָא אַל תְּשִׁיבֵנוּ רֵיקָם מלְּפָנֶֽיךָ. סְלַח לָֽנוּ, וּשְׁלַח לָֽנוּ יְשׁוּעָה 	13	Metadata only (depth=3, key=Reader's Repetition)
9409	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	389	לְמַעַן שְׁמו	טובִים. קונֵה הַכּל וְזוכֵר חַסְדֵי אָבות. וּמֵבִיא גּואֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמו בְּאַהֲבָה: מֶלֶךְ עוזֵר וּמושִׁיעַ וּמָגֵן: בָּרוּךְ אַתָּה ה' מָגֵן אַבְרָהָם:	Amidah	Siddur Ashkenaz	Siddur Ashkenaz, Festivals, Rosh Chodesh, Musaf Amidah for Rosh Chodesh, Avot, Avot	Ashkenaz	Siddur	Rosh_Chodesh	Musaf	Amidah	Avot	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדנָי, שְׂפָתַי תִּפְתָּח. וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה ה', אֱלהֵינוּ וֵאלהֵי אֲבותֵינוּ, אֱלהֵי אַבְרָהָם. אֱלהֵי יִצְחָק וֵאלהֵי 	3	Metadata only (depth=5, key=Avot)
9410	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	398	לְמַעַן שְׁמו	חֲסָדִים טובִים. וְקונֵה הַכּל. וְזוכֵר חַסְדֵי אָבות. וּמֵבִיא גואֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמו בְּאַהֲבָה: מֶלֶךְ עוזֵר וּמושִׁיעַ וּמָגֵן: בָּרוּךְ אַתָּה ה'. מָגֵן	Amidah	Siddur Ashkenaz	Siddur Ashkenaz, Festivals, Shalosh Regalim, Amida for Maariv, Shacharit, Mincha, Avot, Avot	Ashkenaz	Siddur	Festivals	Shacharit		Avot	למנחה - כִּי שֵׁם ה' אֶקְרָא הָבוּ גדֶל לֵאלהֵינוּ: אֲדנָי שפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה ה' אֱלהֵינוּ וֵאלהֵי אֲבותֵינוּ. אֱלהֵי אַבְרָהָם. אֱלהֵי יִצְחָק. וֵאלהֵי יַעֲק	3	Metadata only (depth=5, key=Avot)
9411	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	407	לְמַעַן שְׁמו	טובִים. וְקונֵה הַכּל. וְזוכֵר חַסְדֵי אָבות. וּמֵבִיא גואֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמו בְּאַהֲבָה: מֶלֶךְ עוזֵר וּמושִׁיעַ וּמָגֵן: בָּרוּךְ אַתָּה ה'. מָגֵן אַבְרָהָם:	Amidah	Siddur Ashkenaz	Siddur Ashkenaz, Festivals, Shalosh Regalim, Mussaf, Avot, Avot	Ashkenaz	Siddur	Festivals			Avot	כִּי שֵׁם ה' אֶקְרָא הָבוּ גדֶל לֵאלהֵינוּ: אֲדנָי שפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה ה' אֱלהֵינוּ וֵאלהֵי אֲבותֵינוּ. אֱלהֵי אַבְרָהָם. אֱלהֵי יִצְחָק. וֵאלהֵי יַעֲקב. הָאֵל	4	Metadata only (depth=5, key=Avot)
9412	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	468	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: בעשי"ת: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים	Amidah	Siddur Sefard	Siddur Sefard, Weekday Shacharit, Amidah, Amidah	Sefard	Siddur	Weekday	Shacharit	Amidah	Amidah	אֲדֹנָי שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְה	9	Metadata only (depth=3, key=Amidah)
9414	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	489	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְ֒דֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: בעשי"ת: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים	Amidah	Siddur Sefard	Siddur Sefard, Weekday Mincha, Amidah, Amidah	Sefard	Siddur	Weekday	Mincha	Amidah	Amidah	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִ	5	Metadata only (depth=3, key=Amidah)
9415	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	493	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: בעשי"ת: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים	Amidah	Siddur Sefard	Siddur Sefard, Weekday Maariv, Amidah, Amidah	Sefard	Siddur	Weekday	Maariv	Amidah	Amidah	אֲדֹנָי שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְה	5	Metadata only (depth=3, key=Amidah)
9416	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	544	לְמַעַן שְׁמוֹ,	טוֹבִים, וְקוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמוֹ, בְּאַהֲבָה. בעשרת ימי תשובה: זָכְרֵנוּ לְחַיִּים, מֶלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ	Amidah	Siddur Sefard	Siddur Sefard, Shabbat Eve Mincha, Amidah, Amidah	Sefard	Siddur	Shabbat	Mincha	Amidah	Amidah	תפילת שמונה עשרה כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹדֶל לֵאלֹהֵינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם,	16	Metadata only (depth=3, key=Amidah)
9417	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	548	לְמַעַן שְׁמוֹ,	טוֹבִים, וְקוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמוֹ, בְּאַהֲבָה. בשבת שובה: זָכְרֵנוּ לְחַיִּים, מֶלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ בְּסֵפֶר	Amidah	Siddur Sefard	Siddur Sefard, Shabbat Eve Maariv, Amidah, Amidah	Sefard	Siddur	Shabbat	Maariv	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל, הַגִּבּוֹר וְהַנ	18	Metadata only (depth=3, key=Amidah)
9419	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	558	לְמַעַן שְׁמוֹ,	טוֹבִים, וְקוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמוֹ, בְּאַהֲבָה. בעשרת ימי תשובה: זָכְרֵנוּ לְחַיִּים, מֶלֶךְ חָפֵץ בַּחַיִּים, וְכָּתְבֵנוּ	Amidah	Siddur Sefard	Siddur Sefard, Shabbat Morning Services, Amidah, Amidah	Sefard	Siddur	Shabbat	Shacharit	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל, הַגִּבּוֹר וְהַנ	20	Metadata only (depth=3, key=Amidah)
9420	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	572	לְמַעַן שְׁמוֹ,	טוֹבִים, וְקוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמוֹ, בְּאַהֲבָה. בעשרת ימי תשובה: זָכְרֵנוּ לְחַיִּים, מֶלֶךְ חָפֵץ בַּחַיִּים, וְכָּתְבֵנוּ	Amidah	Siddur Sefard	Siddur Sefard, Musaf, Musaf	Sefard	Siddur		Musaf		Musaf	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב. הָאֵל הַגָּדוֹל, הַגִּבּוֹר וְהַנ	19	Metadata only (depth=2, key=Musaf)
9422	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	577	לְמַעַן שְׁמוֹ,	טוֹבִים, וְקוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמוֹ, בְּאַהֲבָה. בעשרת ימי תשובה: זָכְרֵנוּ לְחַיִּים, מֶלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ	Amidah	Siddur Sefard	Siddur Sefard, Shabbat Mincha, Amidah, Amidah	Sefard	Siddur	Shabbat	Mincha	Amidah	Amidah	תפילת שמונה עשרה כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹדֶל לֵאלֹהֵינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם,	22	Metadata only (depth=3, key=Amidah)
9425	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	592	לְמַעַן שְׁמוֹ,	חֲסָדִים טוֹבִים, וְקוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמוֹ, בְּאַהֲבָה. מֶלֶךְ עוֹזֵר וּמוֹשִׁיעַ וּמָגֵן, בָּרוּךְ אַתָּה יְהֹוָה, מָגֵן	Amidah	Siddur Sefard	Siddur Sefard, Rosh Chodesh, Mussaf, Mussaf	Sefard	Siddur	Rosh_Chodesh			Mussaf	מוסף לראש חודש אם חל בשבת ראה - מוסף לראש חודש ושבת כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹדֶל לֵאלֹהֵינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹ	31	Metadata only (depth=3, key=Mussaf)
9426	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	595	לְמַעַן שְׁמוֹ,	טוֹבִים, וְקוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵי אָבוֹת, וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַעַן שְׁמוֹ, בְּאַהֲבָה. מֶלֶךְ עוֹזֵר וּמוֹשִׁיעַ וּמָגֵן, בָּרוּךְ אַתָּה יְהֹוָה, מָגֵן אַבְרָהָם:	Amidah	Siddur Sefard	Siddur Sefard, Holidays, Maariv, Shacharit & Mincha Amidah, Maariv, Shacharit & Mincha Amidah	Sefard	Siddur		Shacharit	Amidah	Maariv, Shacharit & Mincha Amidah	תפילת שמונה עשרה לשחרית, מנחה וערבית של ג' רגלים לערבית ולשחרית: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶךָ: למנחה: כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹדֶל לֵאלֹהֵינוּ: אֲדֹנָי, שְׂפָתַי תִּ	28	Metadata only (depth=3, key=Maariv, Shacharit &amp; Mincha Amidah)
